5cc523ad3a614e002400523d,Property,0.9421661496162415
5cc523ad3a614e002400523d,Furniture,0.9305230379104614
5cc523ad3a614e002400523d,Plant,0.9073112607002258
5cc523ad3a614e002400523d,Chair,0.8650815486907959
5cc523ad3a614e002400523d,Lighting,0.8643035292625427
5cc5487ebf1a5900246a2c61,salmond,1.0
5cc5489dbf1a5900246a2c62,salmond,1.0
5cdbf260b94023002499e735,Furniture,0.9450427293777466
5cdbf260b94023002499e735,Couch,0.9192433953285217
5cdbf260b94023002499e735,Building,0.9026144742965698
5cdbf260b94023002499e735,Plant,0.895900547504425
5cdbf260b94023002499e735,Comfort,0.8723567128181458
5cde94831904610024cbad79,Computer,0.9293557405471802
5cde94831904610024cbad79,Personal computer,0.9237470626831055
5cde94831904610024cbad79,Gadget,0.8462338447570801
5cde94831904610024cbad79,Flat panel display,0.8305351734161377
5cde94831904610024cbad79,Computer monitor accessory,0.8187927603721619
5cde94dd1904610024cbad7a,break,0.6507119536399841
5cea2e146d4e9b0024fca186,Furniture,0.9365457892417908
5cea2e146d4e9b0024fca186,Table,0.9014576077461243
5cea2e146d4e9b0024fca186,Building,0.8975391983985901
5cea2e146d4e9b0024fca186,Interior design,0.8506391644477844
5cea2e146d4e9b0024fca186,Houseplant,0.8333008289337158
5ceabc9a72d4ea0024e41098,music,1.0
5ceabc9a72d4ea0024e41098,Automotive lighting,0.9145790934562683
5ceabc9a72d4ea0024e41098,Building,0.7953632473945618
5ceabc9a72d4ea0024e41098,Font,0.7768023610115051
5ceabc9a72d4ea0024e41098,Tree,0.766338586807251
5cefb1ccd0602c002405385f,Furniture,0.9427890181541443
5cefb1ccd0602c002405385f,Chair,0.9235820770263672
5cefb1ccd0602c002405385f,Table,0.887349545955658
5cefb1ccd0602c002405385f,Musical instrument accessory,0.833085298538208
5cefb1ccd0602c002405385f,Hall,0.8304396271705627
5cefe903d0602c0024053863,rice,1.0
5cefe903d0602c0024053863,Food,0.9789980053901672
5cefe903d0602c0024053863,Tableware,0.9629278779029846
5cefe903d0602c0024053863,Table,0.9439849257469177
5cefe903d0602c0024053863,Ingredient,0.8929522633552551
5cf0defda5cb380024a0ef60,trip,1.0
5cf0defda5cb380024a0ef60,Fixture,0.886785626411438
5cf0defda5cb380024a0ef60,Building,0.8767753839492798
5cf0defda5cb380024a0ef60,Wood,0.8694378733634949
5cf0defda5cb380024a0ef60,Rectangle,0.8681183457374573
5cf1a6a830f8a700248cb31e,steak,1.0
5cf1a6a830f8a700248cb31e,Food,0.9863084554672241
5cf1a6a830f8a700248cb31e,Tableware,0.9629523158073425
5cf1a6a830f8a700248cb31e,Table,0.9508178234100342
5cf1a6a830f8a700248cb31e,Bottle,0.9118859767913818
5cf216b0cc1720002476a5d5,Food,0.956627368927002
5cf216b0cc1720002476a5d5,Dishware,0.904266893863678
5cf216b0cc1720002476a5d5,Rectangle,0.8791031837463379
5cf216b0cc1720002476a5d5,Hood,0.8759505152702332
5cf216b0cc1720002476a5d5,Automotive design,0.863882839679718
5cf21828cc1720002476a5d6,Espressino,0.9655326008796692
5cf21828cc1720002476a5d6,Food,0.9556177258491516
5cf21828cc1720002476a5d6,Tableware,0.9545008540153503
5cf21828cc1720002476a5d6,Coffee cup,0.94609135389328
5cf21828cc1720002476a5d6,Wiener melange,0.9460373520851135
5cf21a0ecc1720002476a5d7,Hood,0.8969930410385132
5cf21a0ecc1720002476a5d7,Automotive design,0.8946177959442139
5cf21a0ecc1720002476a5d7,Rectangle,0.8496337532997131
5cf21a0ecc1720002476a5d7,Automotive exterior,0.8365126848220825
5cf21a0ecc1720002476a5d7,Glass,0.7488685250282288
5cfa85d7a643400024598731,Food,0.979851245880127
5cfa85d7a643400024598731,Tableware,0.9721316695213318
5cfa85d7a643400024598731,White rice,0.9274725914001465
5cfa85d7a643400024598731,Plate,0.9224826097488403
5cfa85d7a643400024598731,Staple food,0.8788051009178162
5cfbc96ab01bb40024e58733,Sky,0.8547857403755188
5cfbc96ab01bb40024e58733,World,0.8387125134468079
5cfbc96ab01bb40024e58733,Display device,0.7461637854576111
5cfbc96ab01bb40024e58733,Event,0.7399927973747253
